nom_hotel,ref_dossier,date_resa,date_depart,réseau,regroupement_réseau,adu,enf,dep,arr,destination,nts,brut_ttc,cie,achats_prev,comm.,marge_net
HOTEL 8,532779AA53,2026-01-19,2026-07-13,GPV,B2B,3,0,HER,HER,CRETE,9,4724.0,NON RENSEIGNÉ,3527.55,755.84,440.6099999999998
HOTEL 4,880430BA88,2026-07-07,2026-07-13,GPV,B2B,2,2,NCE,ATH,GRECE CONTINENTALE,7,4504.0,U2,3964.8239999999996,613.12,-73.94399999999962
HOTEL 1,484879AA48,2026-01-21,2026-07-13,CRELCEL,B2B,4,0,BRU,ATH,GRECE CONTINENTALE,13,6736.0,FR,5856.192,559.1,320.70799999999997
HOTEL 7,217389AA21,2026-01-31,2026-07-13,TIPV,B2B,2,0,NAP,CFU,CORFU,6,1762.0,U2,1393.326,0.0,368.674
HOTEL 9,442300BA44,2026-03-20,2026-07-13,SA,B2B,2,0,MPL,HER,CRETE,7,2799.0,TO,2417.13,450.41,-68.54000000000013
HOTEL 2,890889AA89,2026-02-10,2026-07-13,MACOMORP,B2C,4,1,GVA,ATH,GRECE CONTINENTALE,7,5481.84,U2,4502.961,0.0,978.8789999999999
HOTEL 1,718230BA71,2026-07-03,2026-07-13,CRELCEL,B2B,2,0,NCE,ATH,GRECE CONTINENTALE,5,1932.0,U2,1665.8280000000002,221.52,44.65199999999979
HOTEL 22,604000BA60,2026-03-13,2026-07-13,MACOMORP,B2C,4,1,PAR,SKG,THESSALONIQUE,11,6936.7,FR,5032.08,0.0,1904.62
HOTEL 23,061620BA06,2026-06-11,2026-07-13,MACOMORP,B2C,2,0,PAR,SKG,THESSALONIQUE,11,3783.0,TO,3149.82,0.0,633.1799999999998
HOTEL 2,970179AA97,2026-01-08,2026-07-13,TJ,B2C,4,1,BRU,ATH,GRECE CONTINENTALE,14,9092.08,FR,7300.89,0.0,1791.1899999999996
HOTEL 23,537530BA53,2026-07-11,2026-07-13,MACOMORP,B2C,1,0,PAR,SKG,THESSALONIQUE,5,1457.5,TO,1393.767,0.0,63.73299999999995
HOTEL 7,828789AA82,2026-02-10,2026-07-13,MACOMORP,B2C,3,1,PAR,CFU,CORFU,4,2615.2,U2,2099.592,0.0,515.6079999999997
HOTEL 8,008210BA00,2026-04-22,2026-07-13,GPV,B2B,2,2,HER,HER,CRETE,6,3035.0,NON RENSEIGNÉ,2610.4500000000003,485.6,-61.050000000000296
HOTEL 14,725200BA72,2026-03-18,2026-07-13,GPV,B2B,2,0,HER,HER,CRETE,10,3146.0,NON RENSEIGNÉ,2127.6,503.36,515.0400000000001
HOTEL 23,679130BA67,2026-06-30,2026-07-13,FSAVAH,B2B,3,0,PAR,SKG,THESSALONIQUE,10,5221.0,TO,4728.816,811.77,-319.5859999999998
HOTEL 16,093600BA09,2026-03-30,2026-07-13,GPV,B2B,3,0,HER,HER,CRETE,7,2986.0,NON RENSEIGNÉ,2125.242,477.76,382.9979999999998
HOTEL 8,579389AA57,2026-02-01,2026-07-13,GPV,B2B,2,0,HER,HER,CRETE,6,2112.0,NON RENSEIGNÉ,1722.6000000000001,337.92,51.47999999999985
HOTEL 4,286099AA28,2026-02-16,2026-07-13,GPV,B2B,2,0,ATH,ATH,GRECE CONTINENTALE,7,1460.0,NON RENSEIGNÉ,1167.237,233.6,59.162999999999926
HOTEL 14,902100BA90,2026-03-15,2026-07-13,GPV,B2B,2,0,NCE,HER,CRETE,11,4426.0,A3,3199.194,643.52,583.2860000000001
HOTEL 22,508010BA50,2026-04-15,2026-07-13,MACOMORP,B2C,3,0,PAR,SKG,THESSALONIQUE,8,4058.68,TO,3293.19,0.0,765.4899999999998
HOTEL 22,495210BA49,2026-04-22,2026-07-13,MACOMORP,B2C,1,0,PAR,SKG,THESSALONIQUE,8,1929.0,TO,1319.49,0.0,609.51
HOTEL 18,005789AA00,2026-02-09,2026-07-13,SAVAH,B2B,3,1,PAR,RHO,RHODES,9,7421.0,TO,5174.073,1193.64,1053.2869999999996
HOTEL 8,930879AA93,2026-01-20,2026-07-13,SAVAH,B2B,2,0,PAR,HER,CRETE,10,4518.0,TO,3621.24,737.18,159.58000000000027
HOTEL 5,113420BA11,2026-06-06,2026-07-14,PATERP,B2B,3,0,EAP,CFU,CORFU,7,2634.0,U2,2473.929,429.91,-269.8390000000001
HOTEL 12,063400BA06,2026-03-24,2026-07-14,PV,B2B,3,1,MRS,HER,CRETE,9,9365.0,V7,8324.055,0.0,1040.9449999999997
HOTEL 5,952700BA95,2026-04-01,2026-07-14,PV,B2B,2,0,PAR,CFU,CORFU,10,2818.0,U2,2571.6420000000003,0.0,246.35799999999972
HOTEL 17,528910BA52,2026-05-22,2026-07-14,IUT,B2B,3,1,GVA,HER,CRETE,9,6084.0,U2,4937.76,934.75,211.48999999999978
HOTEL 1,425520BA42,2026-06-09,2026-07-14,MACOMORP,B2C,2,1,PAR,ATH,GRECE CONTINENTALE,7,2841.16,GQ,2626.074,0.0,215.08599999999979
HOTEL 4,970410BA97,2026-04-28,2026-07-14,PATERP,B2B,1,0,GVA,ATH,GRECE CONTINENTALE,8,2279.0,A3,1722.672,366.74,189.58799999999997
HOTEL 16,822789AA82,2026-02-08,2026-07-14,GPV,B2B,4,0,HER,HER,CRETE,7,3424.0,NON RENSEIGNÉ,3026.88,547.84,-150.72000000000014
HOTEL 4,564430BA56,2026-07-08,2026-07-14,GPV,B2B,2,0,PAR,ATH,GRECE CONTINENTALE,8,2552.0,TO,2191.536,343.04,17.42399999999992
HOTEL 4,254430BA25,2026-07-07,2026-07-14,GPV,B2B,2,0,SXB,ATH,GRECE CONTINENTALE,7,1792.0,V7,1561.104,278.4,-47.50400000000002
HOTEL 11,854920BA85,2026-06-20,2026-07-14,GPV,B2B,2,0,PAR,HER,CRETE,14,5068.0,TO,4380.84,745.92,-58.760000000000105
HOTEL 16,201299AA20,2026-02-20,2026-07-14,MACOMORP,B2C,2,0,LYS,HER,CRETE,8,2587.9,TO,2490.48,0.0,97.42000000000007
HOTEL 2,633979AA63,2026-01-23,2026-07-14,TJ,B2C,2,0,TLS,ATH,GRECE CONTINENTALE,14,4040.0,A3,3235.518,0.0,804.482
HOTEL 2,143979AA14,2026-01-23,2026-07-14,TJ,B2C,2,1,TLS,ATH,GRECE CONTINENTALE,7,3636.0,A3,2310.597,0.0,1325.4029999999998
HOTEL 8,638020BA63,2026-05-26,2026-07-14,TJ,B2C,4,0,BSL,HER,CRETE,9,7646.0,U2,5561.46,0.0,2084.54
HOTEL 8,715420BA71,2026-06-06,2026-07-14,TJ,B2C,2,0,PAR,HER,CRETE,7,3139.72,TO,2474.478,0.0,665.2419999999997
HOTEL 12,920379AA92,2026-01-12,2026-07-14,EBPEDNI,B2B,2,1,BRU,HER,CRETE,12,7919.0,FR,5526.522,1330.4,1062.078
HOTEL 23,558199AA55,2026-02-19,2026-07-14,MACOMORP,B2C,10,0,BRU,SKG,THESSALONIQUE,7,14282.0,FR,10853.802000000001,0.0,3428.1979999999985
HOTEL 8,812320BA81,2026-06-02,2026-07-14,TJ,B2C,1,1,PAR,HER,CRETE,6,3040.0,TO,2289.24,0.0,750.7600000000002
HOTEL 17,398000BA39,2026-03-14,2026-07-14,CRELCEL,B2B,2,0,BSL,HER,CRETE,7,2358.0,U2,2060.568,276.96,20.47199999999981
HOTEL 14,102120BA10,2026-05-27,2026-07-14,SAVAH,B2B,2,0,PAR,HER,CRETE,14,4896.0,TO,3453.84,802.03,640.1299999999999
HOTEL 20,070430BA07,2026-07-06,2026-07-14,TNUOCSIDC,B2B,2,0,PAR,RHO,RHODES,2,948.0,TO,811.089,130.03,6.880999999999943
HOTEL 5,418530BA41,2026-07-11,2026-07-14,CRELCEL,B2B,1,1,PAR,CFU,CORFU,10,2754.0,TO,2559.15,312.48,-117.63000000000011
HOTEL 4,938430BA93,2026-07-08,2026-07-14,GPV,B2B,2,0,NON RENSEIGNÉ,ATH,GRECE CONTINENTALE,5,950.0,NON RENSEIGNÉ,801.0,152.0,-3.0
HOTEL 4,954330BA95,2026-07-05,2026-07-14,GPV,B2B,4,0,ATH,ATH,GRECE CONTINENTALE,7,2576.0,NON RENSEIGNÉ,2318.4,412.16,-154.56000000000012
HOTEL 1,958420BA95,2026-06-08,2026-07-14,GPV,B2B,2,0,PAR,ATH,GRECE CONTINENTALE,4,1126.0,GQ,1415.799,144.0,-433.799
HOTEL 14,608910BA60,2026-05-22,2026-07-14,GPV,B2B,3,0,HER,HER,CRETE,7,3227.0,NON RENSEIGNÉ,2308.5,516.32,402.17999999999995
HOTEL 4,862810BA86,2026-05-17,2026-07-14,GPV,B2B,6,2,NON RENSEIGNÉ,ATH,GRECE CONTINENTALE,7,6562.0,NON RENSEIGNÉ,5287.5,1049.92,224.57999999999993
HOTEL 17,748789AA74,2026-02-10,2026-07-14,CRELCEL,B2B,2,0,PAR,HER,CRETE,7,2483.0,TO,1823.04,423.54,236.42000000000002
HOTEL 17,956620BA95,2026-06-12,2026-07-14,CRELCEL,B2B,2,0,NTE,HER,CRETE,7,2412.0,V7,1935.0,266.4,210.60000000000002
HOTEL 3,604430BA60,2026-07-07,2026-07-14,MACOMORP,B2C,2,0,NTE,ATH,GRECE CONTINENTALE,7,2528.0,TO,2212.308,0.0,315.692
HOTEL 3,752530BA75,2026-07-09,2026-07-14,MACOMORP,B2C,2,0,PAR,ATH,GRECE CONTINENTALE,10,2980.0,U2,2789.172,0.0,190.82799999999997
HOTEL 2,843679AA84,2026-01-17,2026-07-14,MACOMORP,B2C,3,0,PAR,ATH,GRECE CONTINENTALE,11,4430.0,U2,3093.579,0.0,1336.4209999999998
HOTEL 2,653679AA65,2026-01-17,2026-07-14,MACOMORP,B2C,4,0,PAR,ATH,GRECE CONTINENTALE,11,5236.0,U2,4663.331999999999,0.0,572.6680000000006
HOTEL 14,087210BA08,2026-04-22,2026-07-14,MACOMORP,B2C,3,0,PAR,HER,CRETE,7,4024.0,TO,3023.217,0.0,1000.7829999999999
HOTEL 14,056669AA05,2025-12-23,2026-07-14,MACOMORP,B2C,4,0,PAR,HER,CRETE,12,7079.76,U2,6120.972,0.0,958.7880000000005
HOTEL 9,798299AA79,2026-02-22,2026-07-14,MACOMORP,B2C,4,0,GVA,HER,CRETE,7,5722.0,U2,5245.848,0.0,476.15200000000004
HOTEL 9,946420BA94,2026-06-07,2026-07-14,MACOMORP,B2C,2,0,GVA,HER,CRETE,7,2995.2,U2,2580.867,0.0,414.33299999999963
HOTEL 20,546999AA54,2026-03-11,2026-07-14,RUOFERRAC,B2B,2,0,BRU,RHO,RHODES,10,2886.0,FR,2179.764,522.52,183.7159999999999
HOTEL 20,675399AA67,2026-02-24,2026-07-14,RUOFERRAC,B2B,2,0,PAR,RHO,RHODES,7,2029.0,U2,1522.584,231.96,274.4559999999999
HOTEL 5,310630BA31,2026-07-11,2026-07-14,TXENML,B2B,1,1,PAR,CFU,CORFU,5,2114.0,TO,1777.95,195.2,140.84999999999997
HOTEL 7,691130BA69,2026-06-27,2026-07-14,LEVARAK,B2B,2,0,PAR,CFU,CORFU,4,1498.0,TO,1067.3100000000002,158.4,272.28999999999985
HOTEL 9,411520BA41,2026-06-08,2026-07-14,PATERP,B2B,5,0,BES,HER,CRETE,7,7374.0,V7,5929.443,1214.47,230.08699999999976
HOTEL 1,986220BA98,2026-06-01,2026-07-14,CRELCEL,B2B,2,0,PAR,ATH,GRECE CONTINENTALE,7,1606.0,GQ,1777.842,167.28,-339.12200000000007
HOTEL 8,038430BA03,2026-07-08,2026-07-14,TJGPV,B2B,2,2,HER,HER,CRETE,10,5520.0,NON RENSEIGNÉ,4963.5,883.2,-326.70000000000005
HOTEL 8,407430BA40,2026-07-08,2026-07-14,TJGPV,B2B,2,1,HER,HER,CRETE,7,2429.0,NON RENSEIGNÉ,2180.61,388.64,-140.2500000000001
HOTEL 8,530820BA53,2026-06-16,2026-07-14,TJMOCRUOT,B2B,3,0,PAR,HER,CRETE,14,14207.0,TO,10175.391,2348.97,1682.6390000000006
HOTEL 8,251620BA25,2026-06-11,2026-07-14,TJGPV,B2B,2,0,HER,HER,CRETE,10,4376.0,NON RENSEIGNÉ,3474.0,700.16,201.84000000000003
HOTEL 8,593430BA59,2026-07-07,2026-07-14,TJGPV,B2B,2,0,LYS,HER,CRETE,9,3708.0,V7,3179.7000000000003,560.64,-32.34000000000026
HOTEL 8,330430BA33,2026-07-06,2026-07-15,TJGPV,B2B,2,2,HER,HER,CRETE,9,4241.0,NON RENSEIGNÉ,3804.3,678.56,-241.86000000000013
HOTEL 8,276979AA27,2026-01-23,2026-07-15,TJCRELCEL,B2B,2,0,BOD,HER,CRETE,7,3942.0,U2,2869.596,600.6,471.804
HOTEL 8,754300BA75,2026-03-21,2026-07-15,TJRUOFERRAC,B2B,4,0,PAR,HER,CRETE,10,9664.0,TO,7015.68,1724.37,923.9499999999998
HOTEL 8,076600BA07,2026-03-31,2026-07-15,TJEBMOCRUOT,B2B,5,0,BRU,HER,CRETE,9,12881.0,SN,8668.35,2039.69,2172.9599999999996
HOTEL 8,092420BA09,2026-06-06,2026-07-15,TJPATERP,B2B,2,0,PAR,HER,CRETE,7,4579.0,AF,3219.408,729.63,629.9620000000001
HOTEL 8,550630BA55,2026-07-12,2026-07-15,TJGPV,B2B,2,0,HER,HER,CRETE,10,3324.0,NON RENSEIGNÉ,2886.3,531.84,-94.14000000000021
HOTEL 8,906820BA90,2026-06-17,2026-07-15,TJGPV,B2B,2,2,NON RENSEIGNÉ,HER,CRETE,7,3771.0,NON RENSEIGNÉ,2970.9,603.36,196.7399999999999
HOTEL 8,446530BA44,2026-07-11,2026-07-15,TJGPV,B2B,2,0,HER,HER,CRETE,7,2260.0,NON RENSEIGNÉ,2028.5100000000002,361.6,-130.11000000000024
HOTEL 8,749620BA74,2026-06-13,2026-07-15,TJGPV,B2B,2,0,NTE,HER,CRETE,7,4074.0,GQ,3209.2380000000003,626.56,238.20199999999977
HOTEL 8,902720BA90,2026-06-14,2026-07-15,TJGPV,B2B,3,0,TLS,HER,CRETE,6,6252.0,LH,4918.1849999999995,886.08,447.73500000000047
HOTEL 8,943230BA94,2026-07-01,2026-07-15,TJGPV,B2B,2,0,HER,HER,CRETE,7,3442.0,NON RENSEIGNÉ,2610.0,550.72,281.28
HOTEL 8,158620BA15,2026-06-13,2026-07-15,TJSAVAH,B2B,3,0,NTE,HER,CRETE,9,7398.0,TO,5161.86,1123.2,1112.9400000000003
HOTEL 1,964689AA96,2026-02-06,2026-07-15,CRELCEL,B2B,4,0,LYS,ATH,GRECE CONTINENTALE,7,3596.0,TO,3418.3979999999997,279.22,-101.61799999999971
HOTEL 5,688130BA68,2026-06-30,2026-07-15,CRELCEL,B2B,2,0,SXB,CFU,CORFU,7,2052.0,V7,1763.064,240.0,48.93599999999992
HOTEL 16,270130BA27,2026-06-27,2026-07-15,CRELCEL,B2B,4,0,PAR,HER,CRETE,9,6830.0,U2,5149.224,1194.12,486.65599999999995
HOTEL 5,021330BA02,2026-07-04,2026-07-15,TXENML,B2B,1,1,PAR,CFU,CORFU,8,2140.0,TO,1915.0380000000002,196.6,28.361999999999767
HOTEL 18,417920BA41,2026-06-22,2026-07-15,SA,B2B,2,0,PAR,RHO,RHODES,7,3068.0,TO,2328.0299999999997,485.18,254.79000000000025
HOTEL 23,929510BA92,2026-05-06,2026-07-15,MACOMORP,B2C,2,0,PAR,SKG,THESSALONIQUE,10,3529.8,TO,3074.04,0.0,455.7600000000002
HOTEL 5,707420BA70,2026-06-07,2026-07-15,MACOMORP,B2C,3,1,MRS,CFU,CORFU,6,3402.0,FR,2618.1,0.0,783.9000000000001
HOTEL 17,443710BA44,2026-05-13,2026-07-15,MACOMORP,B2C,2,0,BOD,HER,CRETE,7,2422.0,U2,2033.712,0.0,388.288
HOTEL 20,985710BA98,2026-05-14,2026-07-15,CRELCEL,B2B,2,0,NTE,RHO,RHODES,7,1882.0,U2,1603.6920000000002,215.76,62.547999999999774
HOTEL 17,542020BA54,2026-05-23,2026-07-15,CRELCEL,B2B,2,0,PAR,HER,CRETE,4,1812.0,U2,1472.652,267.38,71.96799999999996
HOTEL 2,988659AA98,2025-11-21,2026-07-15,CRELCEL,B2B,2,0,NTE,ATH,GRECE CONTINENTALE,7,2252.0,V7,1732.8239999999998,366.12,153.05600000000015
HOTEL 1,038099AA03,2026-02-17,2026-07-15,CRELCEL,B2B,4,0,LYS,ATH,GRECE CONTINENTALE,7,3596.0,TO,3497.598,279.22,-180.81799999999998
HOTEL 14,243779AA24,2026-01-19,2026-07-15,MACOMORP,B2C,3,0,PAR,HER,CRETE,13,7425.94,U2,5809.419,0.0,1616.5209999999997
HOTEL 3,248030BA24,2026-06-26,2026-07-15,MACOMORP,B2C,2,0,PAR,ATH,GRECE CONTINENTALE,9,3151.0,TO,2468.232,0.0,682.768
HOTEL 14,842430BA84,2026-07-07,2026-07-15,MACOMORP,B2C,2,0,PAR,HER,CRETE,4,2185.0,AF,1528.92,0.0,656.0799999999999
HOTEL 12,173330BA17,2026-07-04,2026-07-15,RUOFERRAC,B2B,3,1,BOD,HER,CRETE,5,4690.0,U2,3319.605,828.04,542.355
HOTEL 7,288330BA28,2026-07-06,2026-07-15,RUOFERRAC,B2B,2,1,TLS,CFU,CORFU,7,2029.0,FR,1449.495,361.51,217.99500000000012
HOTEL 22,285530BA28,2026-07-10,2026-07-15,RUOFERRAC,B2B,1,0,PAR,SKG,THESSALONIQUE,7,1620.0,TO,1180.476,281.27,158.2539999999999
HOTEL 5,516420BA51,2026-06-06,2026-07-15,GPV,B2B,3,0,PAR,CFU,CORFU,10,3278.0,TO,3238.7850000000003,484.16,-444.94500000000033
HOTEL 14,583810BA58,2026-05-18,2026-07-15,GPV,B2B,3,1,HER,HER,CRETE,7,3426.0,NON RENSEIGNÉ,2454.3,548.16,423.53999999999985
HOTEL 1,668099AA66,2026-02-17,2026-07-15,CRELCEL,B2B,2,0,PAR,ATH,GRECE CONTINENTALE,7,2076.0,TO,1786.5,161.61,127.88999999999999
HOTEL 8,059530BA05,2026-07-11,2026-07-15,TJ,B2C,2,0,LYS,HER,CRETE,8,3362.28,TO,3184.857,0.0,177.42300000000023
HOTEL 5,109089AA10,2026-01-26,2026-07-15,EBPEDNI,B2B,2,1,BRU,CFU,CORFU,9,5062.0,FR,3226.491,840.33,995.179
HOTEL 8,487889AA48,2026-02-12,2026-07-15,TJ,B2C,4,0,PAR,HER,CRETE,9,8674.72,U2,6748.452,0.0,1926.2679999999991
HOTEL 23,039510BA03,2026-05-06,2026-07-15,MACOMORP,B2C,3,0,PAR,SKG,THESSALONIQUE,7,3710.0,TO,3152.1600000000003,0.0,557.8399999999997
HOTEL 23,320430BA32,2026-07-06,2026-07-15,TJ,B2C,2,0,PAR,SKG,THESSALONIQUE,7,2073.89,TO,2267.4060000000004,0.0,-193.51600000000053
HOTEL 5,570230BA57,2026-06-30,2026-07-15,TJ,B2C,2,0,PAR,CFU,CORFU,7,2292.16,TO,1879.119,0.0,413.04099999999994
HOTEL 14,580000BA58,2026-03-12,2026-07-15,GPV,B2B,4,0,HER,HER,CRETE,7,4164.0,NON RENSEIGNÉ,2939.4,666.24,558.3599999999999
HOTEL 8,001099AA00,2026-02-15,2026-07-15,GPV,B2B,2,1,HER,HER,CRETE,7,3334.0,NON RENSEIGNÉ,2157.3,533.44,643.2599999999998
HOTEL 4,629889AA62,2026-02-12,2026-07-15,GPV,B2B,2,0,ATH,ATH,GRECE CONTINENTALE,10,2138.0,NON RENSEIGNÉ,1667.988,342.08,127.93199999999996
HOTEL 4,941199AA94,2026-02-17,2026-07-15,GPV,B2B,3,0,PAR,ATH,GRECE CONTINENTALE,9,5122.0,TO,3966.6420000000003,711.52,443.83799999999974
HOTEL 8,830299AA83,2026-02-19,2026-07-15,GPV,B2B,2,0,HER,HER,CRETE,10,3710.0,NON RENSEIGNÉ,2853.0,593.6,263.4
HOTEL 4,886599AA88,2026-03-01,2026-07-15,GPV,B2B,2,2,ATH,ATH,GRECE CONTINENTALE,7,3378.0,NON RENSEIGNÉ,2597.8140000000003,540.48,239.70599999999968
HOTEL 14,152569AA15,2025-12-18,2026-07-15,GPV,B2B,3,0,HER,HER,CRETE,7,2976.0,NON RENSEIGNÉ,1859.436,476.16,640.404
HOTEL 12,482030BA48,2026-06-24,2026-07-15,PEDNI,B2B,2,0,HER,HER,CRETE,12,5075.0,NON RENSEIGNÉ,4216.86,0.0,858.1400000000003
HOTEL 14,978679AA97,2026-01-19,2026-07-15,PEDNI,B2B,4,0,BOD,HER,CRETE,7,4485.0,U2,4204.62,0.0,280.3800000000001
HOTEL 20,237110BA23,2026-04-18,2026-07-15,SA,B2B,4,0,PAR,RHO,RHODES,8,4504.0,TO,3527.2799999999997,702.24,274.48000000000025
HOTEL 20,030620BA03,2026-06-10,2026-07-15,PV,B2B,3,0,PAR,RHO,RHODES,7,2656.0,TO,2479.005,0.0,176.9949999999999
HOTEL 9,359330BA35,2026-07-06,2026-07-15,CRELCEL,B2B,3,0,NTE,HER,CRETE,7,4603.0,GQ,4099.14,542.28,-38.4200000000003
HOTEL 5,839420BA83,2026-06-08,2026-07-15,SAVAH,B2B,3,0,MRS,CFU,CORFU,7,2984.0,FR,2305.098,491.23,187.67200000000003
HOTEL 11,051269AA05,2025-12-08,2026-07-15,SAVAH,B2B,4,0,PAR,HER,CRETE,9,6982.0,U2,4675.05,1172.98,1133.9699999999998
HOTEL 18,404799AA40,2026-03-06,2026-07-16,PV,B2B,2,1,NTE,RHO,RHODES,10,4846.0,TO,4394.97,0.0,451.02999999999975
HOTEL 5,006210BA00,2026-04-22,2026-07-16,PV,B2B,2,0,PAR,CFU,CORFU,3,1314.0,U2,1202.274,0.0,111.72600000000011
HOTEL 20,814720BA81,2026-06-15,2026-07-16,PV,B2B,2,2,PAR,RHO,RHODES,14,5522.0,TO,5230.566,0.0,291.4340000000002
HOTEL 17,694530BA69,2026-07-10,2026-07-16,PV,B2B,2,0,PAR,HER,CRETE,3,1316.0,TO,1367.5320000000002,0.0,-51.53200000000015
HOTEL 7,336230BA33,2026-07-02,2026-07-16,PATERP,B2B,2,0,PAR,CFU,CORFU,6,1836.0,U2,1324.7820000000002,291.65,219.56799999999987
HOTEL 4,140330BA14,2026-07-03,2026-07-16,GPV,B2B,2,0,ATH,ATH,GRECE CONTINENTALE,7,1288.0,NON RENSEIGNÉ,1159.2,206.08,-77.28000000000006
HOTEL 14,169000BA16,2026-03-14,2026-07-16,GPV,B2B,5,0,HER,HER,CRETE,7,5529.0,NON RENSEIGNÉ,3497.5350000000003,884.64,1146.8249999999998
HOTEL 17,055679AA05,2026-01-18,2026-07-16,GPV,B2B,2,0,SXB,HER,CRETE,7,2274.0,LH,1905.4979999999998,317.12,51.382000000000176
HOTEL 16,610789AA61,2026-02-07,2026-07-16,GPV,B2B,2,0,HER,HER,CRETE,7,1588.0,NON RENSEIGNÉ,1403.28,254.08,-69.35999999999999
HOTEL 2,159710BA15,2026-05-15,2026-07-16,GPV,B2B,2,0,MRS,ATH,GRECE CONTINENTALE,7,2274.0,TO,1950.66,299.52,23.819999999999936
HOTEL 20,415589AA41,2026-02-04,2026-07-16,MACOMORP,B2C,3,0,NTE,RHO,RHODES,10,4155.0,TO,3256.56,0.0,898.44
HOTEL 5,961420BA96,2026-06-05,2026-07-16,TJ,B2C,3,0,PAR,CFU,CORFU,9,3436.0,U2,3080.106,0.0,355.8939999999998
HOTEL 5,393520BA39,2026-06-09,2026-07-16,TJ,B2C,2,0,PAR,CFU,CORFU,14,3880.0,TO,3360.483,0.0,519.5169999999998
HOTEL 8,022430BA02,2026-07-07,2026-07-16,TJ,B2C,5,2,LYS,HER,CRETE,7,9402.0,U2,7944.327000000001,0.0,1457.6729999999989
HOTEL 8,961530BA96,2026-07-09,2026-07-16,TJ,B2C,1,0,PAR,HER,CRETE,9,3500.0,AF,2825.676,0.0,674.3240000000001
HOTEL 4,168920BA16,2026-06-22,2026-07-16,TJ,B2C,3,1,LYS,ATH,GRECE CONTINENTALE,7,4251.92,U2,3727.2239999999997,0.0,524.6960000000004
HOTEL 5,795320BA79,2026-06-04,2026-07-16,TJ,B2C,4,0,PAR,CFU,CORFU,6,3505.36,U2,3310.551,0.0,194.8090000000002
HOTEL 20,372800BA37,2026-04-05,2026-07-16,MACOMORP,B2C,2,0,PAR,RHO,RHODES,7,1907.6,TO,1445.04,0.0,462.55999999999995
HOTEL 8,720710BA72,2026-05-12,2026-07-16,MACOMORP,B2C,3,1,NON RENSEIGNÉ,HER,CRETE,10,6490.0,NON RENSEIGNÉ,4972.086,0.0,1517.9139999999998
HOTEL 23,931699AA93,2026-03-02,2026-07-16,MACOMORP,B2C,2,0,PAR,SKG,THESSALONIQUE,7,2614.64,TO,2311.497,0.0,303.14300000000003
HOTEL 16,064610BA06,2026-05-09,2026-07-16,MACOMORP,B2C,4,0,LYS,HER,CRETE,7,4980.0,V7,3976.956,0.0,1003.0439999999999
HOTEL 14,241910BA24,2026-05-20,2026-07-16,GPV,B2B,2,1,GVA,HER,CRETE,12,5684.0,U2,4445.847,839.84,398.3130000000002
HOTEL 16,304130BA30,2026-06-28,2026-07-16,GPV,B2B,2,0,HER,HER,CRETE,7,2032.0,NON RENSEIGNÉ,1725.12,325.12,-18.239999999999895
HOTEL 20,345030BA34,2026-06-25,2026-07-16,RUOFERRAC,B2B,2,0,PAR,RHO,RHODES,4,1292.0,TO,994.878,206.0,91.12199999999996
HOTEL 16,067289AA06,2026-01-29,2026-07-16,RUOFERRAC,B2B,1,1,PAR,HER,CRETE,7,2570.0,U2,2005.8659999999998,453.86,110.27400000000023
HOTEL 11,561459AA56,2025-11-13,2026-07-16,RUOFERRAC,B2B,4,0,PAR,HER,CRETE,11,10812.0,TO,7364.43,1937.34,1510.2299999999998
HOTEL 3,250430BA25,2026-07-06,2026-07-16,MACOMORP,B2C,2,0,NTE,ATH,GRECE CONTINENTALE,7,2612.0,TO,2114.208,0.0,497.7919999999999
HOTEL 4,938320BA93,2026-06-04,2026-07-16,MACOMORP,B2C,2,2,NON RENSEIGNÉ,ATH,GRECE CONTINENTALE,6,2944.0,NON RENSEIGNÉ,2376.675,0.0,567.3249999999998
HOTEL 18,808720BA80,2026-06-16,2026-07-16,MACOMORP,B2C,1,0,PAR,RHO,RHODES,12,3488.96,TO,2585.9880000000003,0.0,902.9719999999998
HOTEL 3,605130BA60,2026-06-29,2026-07-16,MACOMORP,B2C,2,0,PAR,ATH,GRECE CONTINENTALE,8,2845.0,TO,2345.382,0.0,499.61799999999994
HOTEL 11,291520BA29,2026-06-08,2026-07-16,MACOMORP,B2C,2,0,PAR,HER,CRETE,13,5753.0,AF,4391.946,0.0,1361.054
HOTEL 14,267410BA26,2026-05-01,2026-07-16,MACOMORP,B2C,3,0,NCE,HER,CRETE,6,4246.06,LH,3006.396,0.0,1239.6640000000002
HOTEL 1,140979AA14,2026-01-22,2026-07-16,CRELCEL,B2B,2,0,BRU,ATH,GRECE CONTINENTALE,9,2628.0,FR,2179.476,217.4,231.12399999999988
HOTEL 5,562530BA56,2026-07-10,2026-07-16,CRELCEL,B2B,2,0,PAR,CFU,CORFU,5,2076.0,U2,1698.102,238.08,139.8179999999999
HOTEL 1,573220BA57,2026-05-31,2026-07-16,CRELCEL,B2B,2,0,NTE,ATH,GRECE CONTINENTALE,7,1876.0,TO,1711.026,205.68,-40.706000000000074
HOTEL 5,561230BA56,2026-07-01,2026-07-16,CRELCEL,B2B,2,2,BOD,CFU,CORFU,7,4484.0,U2,3713.7239999999997,517.44,252.83600000000024
